Instrument,Implied Volatility,Strike Price,Expiry Date,BID,ASK,CF_LAST,PUTCALLIND
NVDAL152816500.U,48.972,165.0,2028-12-15,65.95,66.45,65.54,CALL
NVDAL182600600.U,189.3296,6.0,2026-12-18,167.1,173.0,174.1,CALL
NVDAL182600300.U,232.8315,3.0,2026-12-18,171.8,174.45,176.28,CALL
NVDAB202636000.U,95.2621,360.0,2026-02-20,0.0,0.01,0.01,CALL
NVDAO202626000.U,53.6878,260.0,2026-03-20,84.3,84.55,79.7,PUT 
NVDAL172713000.U,51.6528,130.0,2027-12-17,72.55,73.35,70.34,CALL
NVDAM152725000.U,43.9327,250.0,2027-01-15,80.2,80.55,81.89,PUT 
NVDAL182600250.U,256.7836,2.5,2026-12-18,170.5,176.4,177.28,CALL
NVDAL182600900.U,164.0477,9.0,2026-12-18,164.25,170.1,171.18,CALL
NVDAR182614400.U,50.1696,144.0,2026-06-18,6.85,6.95,7.13,PUT 
NVDAF182619300.U,46.1808,193.0,2026-06-18,13.8,13.9,13.8,CALL
NVDAX152813000.U,47.2042,130.0,2028-12-15,22.65,23.05,22.55,PUT 
NVDAL182601200.U,149.3392,12.0,2026-12-18,161.35,167.25,168.23,CALL
NVDAR182600100.U,282.8091,1.0,2026-06-18,0.0,0.01,0.01,PUT 
NVDAA212817000.U,49.3324,170.0,2028-01-21,53.65,54.1,53.5,CALL
NVDAA212819500.U,48.4182,195.0,2028-01-21,44.0,44.45,43.85,CALL
NVDAQ152615000.U,49.0356,150.0,2026-05-15,6.4,6.5,6.45,PUT 
NVDAR182621700.U,43.8916,217.0,2026-06-18,46.05,46.25,47.8,PUT 
NVDAL182601000.U,156.7049,10.0,2026-12-18,163.45,169.0,170.35,CALL
NVDAL182620000.U,46.7089,200.0,2026-12-18,23.35,23.5,23.4,CALL
NVDAM152728000.U,48.5882,280.0,2027-01-15,106.2,107.05,110.0,PUT 
NVDAF182600200.U,356.7301,2.0,2026-06-18,172.75,174.8,178.53,CALL
NVDAM212820000.U,45.74,200.0,2028-01-21,53.6,53.9,54.2,PUT 
NVDAM152701000.U,108.2673,10.0,2027-01-15,0.0,0.03,0.03,PUT 
NVDAA152714000.U,50.8379,140.0,2027-01-15,54.05,54.7,54.17,CALL
NVDAX182600350.U,149.2959,3.5,2026-12-18,0.0,0.03,0.03,PUT 
NVDAX182600200.U,172.8212,2.0,2026-12-18,0.0,0.03,0.03,PUT 
NVDAL172718500.U,48.8845,185.0,2027-12-17,46.35,46.75,46.5,CALL
NVDAF182600300.U,303.884,3.0,2026-06-18,170.7,174.8,177.5,CALL
NVDAA152728000.U,45.8457,280.0,2027-01-15,8.45,8.6,8.5,CALL
NVDAR182600300.U,227.4301,3.0,2026-06-18,0.0,0.02,0.02,PUT 
NVDAX182601700.U,94.9921,17.0,2026-12-18,0.02,0.05,0.02,PUT 
NVDAX172715500.U,47.5068,155.0,2027-12-17,28.05,28.35,27.08,PUT 
NVDAR182600400.U,209.5578,4.0,2026-06-18,0.0,0.02,0.02,PUT 
NVDAR182600450.U,202.4181,4.5,2026-06-18,0.0,0.02,0.02,PUT 
NVDAF182616500.U,48.8288,165.0,2026-06-18,26.8,26.95,26.32,CALL
NVDAX182602400.U,87.1221,24.0,2026-12-18,0.05,0.12,0.09,PUT 
NVDAM212814500.U,47.9885,145.0,2028-01-21,24.25,24.55,24.71,PUT 
NVDAH212614500.U,50.1818,145.0,2026-08-21,43.3,43.8,41.98,CALL
NVDAL182601800.U,126.1943,18.0,2026-12-18,155.6,161.5,162.3,CALL
NVDAL182601900.U,117.5957,19.0,2026-12-18,154.65,160.5,162.25,CALL
NVDAL182600450.U,208.6642,4.5,2026-12-18,168.55,174.45,175.3,CALL
NVDAR182601200.U,145.87,12.0,2026-06-18,0.0,0.02,0.02,PUT 
NVDAR182621900.U,43.8756,219.0,2026-06-18,47.7,47.9,49.45,PUT 
NVDAM152708000.U,57.8817,80.0,2027-01-15,1.9,1.94,2.03,PUT 
NVDAX172713000.U,48.842,130.0,2027-12-17,17.75,17.95,17.85,PUT 
NVDAA152707000.U,68.9752,70.0,2027-01-15,109.5,110.7,107.58,CALL
NVDAL182601400.U,139.7394,14.0,2026-12-18,159.45,165.3,166.23,CALL
NVDAM152729000.U,43.7374,290.0,2027-01-15,115.4,116.3,111.75,PUT 
NVDAR182621400.U,44.0637,214.0,2026-06-18,43.65,43.9,42.45,PUT 
NVDAX172718500.U,46.3337,185.0,2027-12-17,43.75,44.05,44.13,PUT 
NVDAX182600050.U,215.8841,0.5,2026-12-18,0.0,0.01,0.01,PUT 
NVDAB202635000.U,88.7829,350.0,2026-02-20,0.0,0.01,0.01,CALL
NVDAX182600900.U,113.5995,9.0,2026-12-18,0.0,0.04,0.04,PUT 
NVDAL182621000.U,46.322,210.0,2026-12-18,20.2,20.35,20.11,CALL
NVDAM152713500.U,48.908,135.0,2027-01-15,11.6,11.65,11.65,PUT 
NVDAR182615400.U,48.9737,154.0,2026-06-18,9.7,9.8,10.5,PUT 
NVDAM152712000.U,50.6122,120.0,2027-01-15,7.55,7.7,8.16,PUT 
NVDAA212816000.U,49.7294,160.0,2028-01-21,58.1,58.55,57.5,CALL
NVDAF182615000.U,51.1225,150.0,2026-06-18,36.3,36.75,36.27,CALL
NVDAR182601500.U,133.5401,15.0,2026-06-18,0.0,0.02,0.02,PUT 
NVDAX172709000.U,52.2028,90.0,2027-12-17,6.55,6.8,7.05,PUT 
NVDAX182601800.U,92.7705,18.0,2026-12-18,0.01,0.08,0.05,PUT 
NVDAX182602700.U,83.793,27.0,2026-12-18,0.09,0.14,0.11,PUT 
NVDAR182616500.U,47.7076,165.0,2026-06-18,13.7,13.8,13.65,PUT 
NVDAX182600450.U,141.6861,4.5,2026-12-18,0.0,0.04,0.04,PUT 
NVDAF182600450.U,289.2196,4.5,2026-06-18,169.25,173.3,175.3,CALL
NVDAI182614500.U,50.2925,145.0,2026-09-18,45.0,45.55,45.04,CALL
NVDAF182600350.U,257.2002,3.5,2026-06-18,170.2,174.3,176.93,CALL
NVDAL182600800.U,165.2611,8.0,2026-12-18,165.2,171.1,172.88,CALL
NVDAL182600700.U,204.3539,7.0,2026-12-18,166.15,172.05,173.08,CALL
NVDAF182619200.U,46.1763,192.0,2026-06-18,14.15,14.25,13.8,CALL
NVDAS172615000.U,48.5851,150.0,2026-07-17,9.6,9.7,10.25,PUT 
NVDAX182601200.U,103.8585,12.0,2026-12-18,0.0,0.05,0.05,PUT 
NVDAN062620250.U,61.8406,202.5,2026-02-06,26.55,27.3,24.1,PUT 
NVDAX152817000.U,46.0229,170.0,2028-12-15,41.75,42.3,43.1,PUT 
NVDAL152817000.U,48.9073,170.0,2028-12-15,63.95,64.45,63.92,CALL
NVDAR182600250.U,239.1259,2.5,2026-06-18,0.0,0.02,0.02,PUT 
NVDAL182602300.U,114.4194,23.0,2026-12-18,150.8,156.7,157.9,CALL
NVDAM212816000.U,47.0259,160.0,2028-01-21,31.1,31.35,31.98,PUT 
NVDAG172615500.U,48.8388,155.0,2026-07-17,34.65,34.8,32.82,CALL
NVDAX182602300.U,88.1324,23.0,2026-12-18,0.05,0.11,0.08,PUT 
NVDAF182622600.U,45.1435,226.0,2026-06-18,5.7,5.8,5.45,CALL
NVDAL182602500.U,82.0467,25.0,2026-12-18,149.05,154.65,155.8,CALL
NVDAL182602800.U,104.5471,28.0,2026-12-18,146.0,151.9,153.03,CALL
NVDAA152727000.U,46.0195,270.0,2027-01-15,9.65,9.8,9.64,CALL
NVDAX182614000.U,48.7457,140.0,2026-12-18,12.25,12.4,12.35,PUT 
NVDAX182601100.U,107.4244,11.0,2026-12-18,0.0,0.05,0.05,PUT 
NVDAA152711500.U,54.6449,115.0,2027-01-15,71.6,72.4,71.2,CALL
NVDAF182621200.U,45.4845,212.0,2026-06-18,8.35,8.45,7.85,CALL
NVDAA152708000.U,63.6429,80.0,2027-01-15,100.5,101.7,100.4,CALL
NVDAQ152614000.U,51.2099,140.0,2026-05-15,4.2,4.3,4.29,PUT 
NVDAN202636000.U,153.7557,360.0,2026-02-20,183.55,185.35,179.65,PUT 
NVDAL182601700.U,128.5819,17.0,2026-12-18,156.55,162.45,163.37,CALL
NVDAX182600500.U,134.2136,5.0,2026-12-18,0.0,0.03,0.03,PUT 
NVDAF182600400.U,275.7545,4.0,2026-06-18,169.8,173.8,176.5,CALL
NVDAX182601300.U,103.5913,13.0,2026-12-18,0.0,0.04,0.04,PUT 
NVDAL182600100.U,309.4661,1.0,2026-12-18,174.65,176.45,179.58,CALL
NVDAB062620250.U,53.7251,202.5,2026-02-06,0.02,0.03,0.02,CALL
NVDAR182601100.U,150.7211,11.0,2026-06-18,0.0,0.02,0.02,PUT 
NVDAR182600350.U,217.7721,3.5,2026-06-18,0.0,0.02,0.02,PUT 
NVDAL182619200.U,46.8238,192.0,2026-12-18,26.15,26.35,26.0,CALL
NVDAL172715500.U,50.0883,155.0,2027-12-17,59.3,59.75,58.15,CALL
NVDAX182600700.U,123.6474,7.0,2026-12-18,0.0,0.04,0.04,PUT 
NVDAR182619200.U,45.1909,192.0,2026-06-18,27.85,28.0,29.3,PUT 
NVDAL182601300.U,139.6445,13.0,2026-12-18,160.4,166.3,168.08,CALL
NVDAR182621600.U,43.928,216.0,2026-06-18,45.25,45.45,46.85,PUT 
NVDAF182619400.U,46.2409,194.0,2026-06-18,13.45,13.55,12.85,CALL
NVDAX152817500.U,46.0291,175.0,2028-12-15,44.5,45.1,45.19,PUT 
NVDAR182616400.U,47.7074,164.0,2026-06-18,13.3,13.4,13.6,PUT 
NVDAM152727000.U,43.7496,270.0,2027-01-15,97.5,97.9,99.35,PUT 
NVDAL182600350.U,227.828,3.5,2026-12-18,169.55,175.4,176.33,CALL
NVDAO202625000.U,49.8756,250.0,2026-03-20,74.35,74.5,73.31,PUT 
NVDAR182614800.U,49.6104,148.0,2026-06-18,7.9,8.0,8.1,PUT 
NVDAR182620000.U,44.5092,200.0,2026-06-18,33.2,33.4,33.5,PUT 
NVDAX182602100.U,91.5545,21.0,2026-12-18,0.04,0.09,0.08,PUT 
NVDAX182601900.U,92.7096,19.0,2026-12-18,0.02,0.08,0.06,PUT 
NVDAR182621800.U,43.8515,218.0,2026-06-18,46.9,47.1,48.1,PUT 
NVDAF182600100.U,421.7095,1.0,2026-06-18,172.35,177.1,178.0,CALL
NVDAF182625500.U,45.0426,255.0,2026-06-18,2.58,2.61,2.6,CALL
NVDAM152707000.U,60.4709,70.0,2027-01-15,1.26,1.31,1.37,PUT 
NVDAR182601400.U,137.3362,14.0,2026-06-18,0.0,0.02,0.02,PUT 
NVDAL182602700.U,103.8702,27.0,2026-12-18,146.95,152.9,154.63,CALL
NVDAL172711000.U,53.5189,110.0,2027-12-17,85.0,85.9,83.58,CALL
NVDAA152705000.U,77.7034,50.0,2027-01-15,127.2,129.85,131.04,CALL
NVDAA212812000.U,52.9453,120.0,2028-01-21,79.5,80.5,79.8,CALL
NVDAF182615500.U,50.108,155.0,2026-06-18,33.0,33.15,31.4,CALL
NVDAA152703500.U,94.1383,35.0,2027-01-15,139.75,145.35,147.33,CALL
NVDAF182627000.U,45.6193,270.0,2026-06-18,1.73,1.76,1.73,CALL
NVDAA152703000.U,89.3322,30.0,2027-01-15,144.45,150.15,149.0,CALL
NVDAR182623000.U,42.7593,230.0,2026-06-18,56.65,57.4,58.91,PUT 
NVDAX182614200.U,48.4507,142.0,2026-12-18,12.9,13.05,13.35,PUT 
NVDAL172711500.U,53.7486,115.0,2027-12-17,81.75,82.65,81.24,CALL
NVDAM152700500.U,128.666,5.0,2027-01-15,0.0,0.02,0.01,PUT 
NVDAR182613500.U,51.8152,135.0,2026-06-18,4.85,4.95,5.15,PUT 
NVDAX182616000.U,47.2272,160.0,2026-12-18,19.75,19.95,20.13,PUT 
NVDAR182603200.U,104.4304,32.0,2026-06-18,0.02,0.05,0.04,PUT 
NVDAF172715500.U,49.7845,155.0,2027-06-17,52.05,52.3,50.66,CALL
NVDAM152706000.U,64.1832,60.0,2027-01-15,0.82,0.87,0.87,PUT 
NVDAF182603700.U,135.7368,37.0,2026-06-18,137.3,141.4,144.45,CALL
NVDAM152709500.U,54.2542,95.0,2027-01-15,3.3,3.4,3.4,PUT 
NVDAM152704000.U,73.4523,40.0,2027-01-15,0.3,0.34,0.34,PUT 
NVDAU182613000.U,50.4054,130.0,2026-09-18,6.75,6.85,7.25,PUT 
NVDAL182614600.U,49.9076,146.0,2026-12-18,48.85,49.45,47.55,CALL
NVDAF182636000.U,48.8215,360.0,2026-06-18,0.22,0.24,0.23,CALL
NVDAF182624000.U,44.8819,240.0,2026-06-18,3.85,3.95,3.9,CALL
NVDAR182600800.U,168.714,8.0,2026-06-18,0.0,0.02,0.02,PUT 
NVDAM152703000.U,80.7575,30.0,2027-01-15,0.14,0.18,0.15,PUT 
NVDAX182609000.U,55.694,90.0,2026-12-18,2.47,2.53,2.59,PUT 
NVDAR182601900.U,124.4142,19.0,2026-06-18,0.0,0.03,0.03,PUT 
NVDAF182602500.U,143.3753,25.0,2026-06-18,149.15,153.05,155.85,CALL
NVDAL172710500.U,54.182,105.0,2027-12-17,88.3,89.3,85.82,CALL
NVDAX172711500.U,49.8424,115.0,2027-12-17,12.75,12.95,13.28,PUT 
NVDAM212817500.U,46.6767,175.0,2028-01-21,38.85,39.15,39.97,PUT 
NVDAX172710500.U,50.7336,105.0,2027-12-17,10.0,10.25,10.55,PUT 
NVDAF172712000.U,52.8895,120.0,2027-06-17,72.7,73.8,73.5,CALL
NVDAM212822000.U,45.5063,220.0,2028-01-21,66.85,67.35,66.55,PUT 
NVDAF182602300.U,153.2687,23.0,2026-06-18,151.05,155.1,156.28,CALL
NVDAM212818500.U,46.2776,185.0,2028-01-21,44.5,44.8,45.52,PUT 
NVDAF182602600.U,92.4316,26.0,2026-06-18,148.1,152.15,154.68,CALL
NVDAL172714000.U,51.0961,140.0,2027-12-17,66.95,67.7,67.2,CALL
NVDAE152627000.U,45.2542,270.0,2026-05-15,0.81,0.84,0.81,CALL
NVDAX182613200.U,49.1687,132.0,2026-12-18,9.9,10.05,9.28,PUT 
NVDAR182621200.U,44.1925,212.0,2026-06-18,42.1,42.3,40.65,PUT 
NVDAR182612000.U,54.9781,120.0,2026-06-18,2.66,2.69,2.73,PUT 
NVDAA212812500.U,52.1553,125.0,2028-01-21,76.55,77.45,76.09,CALL
NVDAA212818500.U,48.9792,185.0,2028-01-21,47.65,48.05,46.5,CALL
NVDAX182614600.U,47.8717,146.0,2026-12-18,14.25,14.45,14.55,PUT 
NVDAF182628000.U,45.6117,280.0,2026-06-18,1.33,1.36,1.34,CALL
NVDAC202629000.U,53.7044,290.0,2026-03-20,0.07,0.08,0.08,CALL
NVDAM152702500.U,84.2477,25.0,2027-01-15,0.09,0.13,0.1,PUT 
NVDAX182614400.U,48.159,144.0,2026-12-18,13.55,13.75,13.81,PUT 
NVDAR182613000.U,52.607,130.0,2026-06-18,4.0,4.05,4.23,PUT 
NVDAA152704000.U,83.449,40.0,2027-01-15,135.3,139.05,142.33,CALL
NVDAF182600500.U,269.7218,5.0,2026-06-18,169.85,171.8,175.58,CALL
NVDAA212817500.U,49.2876,175.0,2028-01-21,51.6,52.0,51.78,CALL
NVDAO202628000.U,64.0314,280.0,2026-03-20,104.35,104.5,99.73,PUT 
NVDAF182615800.U,49.3375,158.0,2026-06-18,31.05,31.2,30.4,CALL
NVDAA212822000.U,48.2724,220.0,2028-01-21,36.2,36.55,35.73,CALL
NVDAC202637000.U,63.9089,370.0,2026-03-20,0.0,0.02,0.02,CALL
NVDAR182615600.U,48.5085,156.0,2026-06-18,10.35,10.45,9.28,PUT 
NVDAX182613000.U,49.353,130.0,2026-12-18,9.35,9.5,9.4,PUT 
NVDAX172712500.U,49.3643,125.0,2027-12-17,15.95,16.2,16.73,PUT 
NVDAE152625000.U,44.3125,250.0,2026-05-15,1.53,1.56,1.52,CALL
NVDAL182613200.U,51.211,132.0,2026-12-18,58.05,58.7,59.6,CALL
NVDAA152702500.U,107.674,25.0,2027-01-15,149.2,154.85,156.78,CALL
NVDAL172712500.U,52.3939,125.0,2027-12-17,75.5,76.05,75.15,CALL
NVDAF182614200.U,52.2083,142.0,2026-06-18,42.1,42.55,46.4,CALL
NVDAF182627500.U,45.5273,275.0,2026-06-18,1.52,1.55,1.45,CALL
NVDAA212811500.U,53.2718,115.0,2028-01-21,82.65,83.6,85.23,CALL
NVDAE152615000.U,50.2612,150.0,2026-05-15,33.65,33.85,33.8,CALL
NVDAF182602400.U,100.75,24.0,2026-06-18,150.05,154.15,156.65,CALL
NVDAM212812500.U,49.1422,125.0,2028-01-21,16.5,16.75,17.0,PUT 
NVDAR182615800.U,48.1875,158.0,2026-06-18,11.05,11.15,11.7,PUT 
NVDAG172615000.U,49.9263,150.0,2026-07-17,37.9,38.4,38.0,CALL
NVDAF182630000.U,46.2717,300.0,2026-06-18,0.82,0.85,0.84,CALL
NVDAF182601600.U,182.1833,16.0,2026-06-18,157.9,162.0,163.75,CALL
NVDAR182602000.U,121.4535,20.0,2026-06-18,0.0,0.03,0.03,PUT 
NVDAF182601200.U,175.4622,12.0,2026-06-18,161.85,165.95,168.55,CALL
NVDAR182601700.U,130.7034,17.0,2026-06-18,0.0,0.03,0.03,PUT 
NVDAL182614400.U,50.0731,144.0,2026-12-18,50.15,50.7,54.2,CALL
NVDAL182615000.U,49.5374,150.0,2026-12-18,46.5,46.75,46.44,CALL
NVDAR182619400.U,45.1997,194.0,2026-06-18,29.15,29.3,29.8,PUT 
NVDAR182602400.U,114.8409,24.0,2026-06-18,0.0,0.04,0.04,PUT 
NVDAR182600900.U,162.0127,9.0,2026-06-18,0.0,0.02,0.02,PUT 
NVDAL182611000.U,54.7017,110.0,2026-12-18,74.5,75.25,79.18,CALL
NVDAF182626500.U,45.4824,265.0,2026-06-18,1.97,2.0,1.85,CALL
NVDAX172714000.U,48.1864,140.0,2027-12-17,21.55,21.8,22.66,PUT 
NVDAF182629000.U,46.2859,290.0,2026-06-18,1.04,1.07,1.05,CALL
NVDAR182600600.U,185.3456,6.0,2026-06-18,0.0,0.02,0.02,PUT 
NVDAR182622500.U,43.9983,225.0,2026-06-18,52.35,53.1,49.1,PUT 
NVDAX182613500.U,49.0093,135.0,2026-12-18,10.75,10.9,11.42,PUT 
NVDAR182621300.U,44.1623,213.0,2026-06-18,42.85,43.05,39.65,PUT 
NVDAF182616400.U,48.85,164.0,2026-06-18,27.4,27.55,28.9,CALL
NVDAL182619500.U,46.7458,195.0,2026-12-18,25.1,25.25,25.15,CALL
NVDAR182600500.U,186.6733,5.0,2026-06-18,0.0,0.02,0.01,PUT 
NVDAX182619300.U,45.1516,193.0,2026-12-18,37.15,37.35,35.1,PUT 
NVDAF182622800.U,45.3132,228.0,2026-06-18,5.4,5.5,5.2,CALL
NVDAX152814500.U,46.9124,145.0,2028-12-15,29.15,29.6,29.36,PUT 
NVDAL172709000.U,56.7511,90.0,2027-12-17,98.95,100.05,99.3,CALL
NVDAL152818500.U,48.644,185.0,2028-12-15,58.4,58.9,58.1,CALL
NVDAX182611200.U,51.5889,112.0,2026-12-18,5.35,5.5,5.1,PUT 
NVDAF182600800.U,231.5466,8.0,2026-06-18,165.8,169.9,172.63,CALL
NVDAX172723000.U,45.1296,230.0,2027-12-17,73.2,73.65,70.95,PUT 
NVDAR182602600.U,112.8025,26.0,2026-06-18,0.01,0.03,0.03,PUT 
NVDAL182602900.U,102.777,29.0,2026-12-18,145.05,150.95,152.8,CALL
NVDAF182601300.U,182.0044,13.0,2026-06-18,160.85,164.95,167.63,CALL
NVDAL172715000.U,50.6995,150.0,2027-12-17,61.7,62.6,61.9,CALL
NVDAF182626000.U,45.1739,260.0,2026-06-18,2.25,2.29,2.27,CALL
NVDAR182602200.U,116.2033,22.0,2026-06-18,0.0,0.03,0.02,PUT 
NVDAM152710500.U,52.4129,105.0,2027-01-15,4.7,4.8,4.88,PUT 
NVDAM212816500.U,46.8365,165.0,2028-01-21,33.65,33.9,33.95,PUT 
NVDAL182613400.U,51.1796,134.0,2026-12-18,56.65,57.3,55.0,CALL
NVDAR182603100.U,104.5673,31.0,2026-06-18,0.02,0.04,0.04,PUT 
NVDAL182613500.U,51.4932,135.0,2026-12-18,56.0,56.65,55.75,CALL
NVDAM152707500.U,58.9396,75.0,2027-01-15,1.55,1.6,1.63,PUT 
NVDAM152726000.U,44.0752,260.0,2027-01-15,88.75,89.1,89.84,PUT 
NVDAF182624500.U,45.1703,245.0,2026-06-18,3.35,3.45,3.25,CALL
NVDAF182603000.U,153.4131,30.0,2026-06-18,144.25,148.15,149.47,CALL
NVDAP172637000.U,79.5352,370.0,2026-04-17,193.25,195.65,189.68,PUT 
NVDAA212813000.U,51.7712,130.0,2028-01-21,73.6,74.45,72.4,CALL
NVDAL182619300.U,46.7479,193.0,2026-12-18,25.8,26.0,25.45,CALL
NVDAA152706000.U,71.4357,60.0,2027-01-15,118.65,119.9,119.5,CALL
NVDAX172711000.U,50.1868,110.0,2027-12-17,11.35,11.5,11.55,PUT 
NVDAM152703500.U,76.8731,35.0,2027-01-15,0.21,0.25,0.24,PUT 
NVDAX182619400.U,45.1396,194.0,2026-12-18,37.75,38.05,35.7,PUT 
NVDAA152706500.U,71.9781,65.0,2027-01-15,114.1,115.3,111.52,CALL
NVDAI182623000.U,45.2724,230.0,2026-09-18,10.2,10.3,10.25,CALL
NVDAM302626000.U,391.1036,260.0,2026-01-30,,,,PUT
NVDAA152710000.U,57.5421,100.0,2027-01-15,83.3,84.4,83.57,CALL
NVDAF182602200.U,172.9021,22.0,2026-06-18,152.05,156.1,158.6,CALL
NVDAR182602700.U,111.9461,27.0,2026-06-18,0.01,0.03,0.03,PUT 
NVDAX182613800.U,48.9526,138.0,2026-12-18,11.65,11.8,11.67,PUT 
NVDAF182614600.U,51.273,146.0,2026-06-18,38.95,39.6,37.54,CALL
NVDAA152705500.U,74.158,55.0,2027-01-15,123.3,124.6,128.35,CALL
NVDAR182602100.U,115.2346,21.0,2026-06-18,0.0,0.02,0.02,PUT 
NVDAR172715000.U,47.6239,150.0,2027-06-17,21.2,21.4,21.4,PUT 
NVDAF182631000.U,46.6206,310.0,2026-06-18,0.65,0.67,0.62,CALL
NVDAR172715500.U,47.4565,155.0,2027-06-17,23.45,23.6,24.25,PUT 
NVDAM212817000.U,46.7423,170.0,2028-01-21,36.15,36.55,36.55,PUT 
NVDAT212615000.U,47.766,150.0,2026-08-21,11.05,11.15,11.1,PUT 
NVDAX182611000.U,51.8727,110.0,2026-12-18,5.05,5.15,5.47,PUT 
NVDAR182601800.U,127.4654,18.0,2026-06-18,0.0,0.03,0.03,PUT 
NVDAA302626500.U,250.3232,265.0,2026-01-30,,,,CALL
NVDAF182602100.U,142.4628,21.0,2026-06-18,152.65,157.4,159.7,CALL
NVDAI182615500.U,48.9191,155.0,2026-09-18,38.65,38.85,38.95,CALL
NVDAR182600700.U,168.5344,7.0,2026-06-18,0.0,0.01,0.01,PUT 
NVDAR182620500.U,44.3154,205.0,2026-06-18,36.8,37.0,37.29,PUT 
NVDAX182615500.U,47.3648,155.0,2026-12-18,17.7,17.85,18.1,PUT 
NVDAA152738000.U,47.1726,380.0,2027-01-15,2.61,2.66,2.51,CALL
NVDAX172729000.U,44.5407,290.0,2027-12-17,120.95,121.65,117.83,PUT 
NVDAX182615000.U,47.4927,150.0,2026-12-18,15.7,15.9,16.17,PUT 
NVDAX182613600.U,48.9148,136.0,2026-12-18,11.0,11.15,11.75,PUT 
NVDAF182602700.U,142.3484,27.0,2026-06-18,147.2,151.2,150.0,CALL
NVDAL182614000.U,50.6622,140.0,2026-12-18,52.65,53.3,52.65,CALL
NVDAE152624000.U,43.7191,240.0,2026-05-15,2.13,2.17,2.13,CALL
NVDAA152710500.U,55.891,105.0,2027-01-15,79.45,80.25,77.9,CALL
NVDAA212815000.U,50.8042,150.0,2028-01-21,62.9,63.75,62.65,CALL
NVDAX182614800.U,47.729,148.0,2026-12-18,15.0,15.15,15.25,PUT 
NVDAF182601900.U,153.4513,19.0,2026-06-18,155.05,159.05,161.7,CALL
NVDAX172710000.U,51.4596,100.0,2027-12-17,8.75,8.95,9.15,PUT 
NVDAL182619400.U,46.7468,194.0,2026-12-18,25.45,25.65,24.9,CALL
NVDAR182601000.U,156.0654,10.0,2026-06-18,0.0,0.02,0.02,PUT 
NVDAA152709500.U,59.0212,95.0,2027-01-15,87.5,88.6,85.65,CALL
NVDAL152814500.U,49.9512,145.0,2028-12-15,74.3,75.55,74.7,CALL
NVDAF182600900.U,223.4865,9.0,2026-06-18,164.5,169.25,171.65,CALL
NVDAR182601600.U,134.1522,16.0,2026-06-18,0.0,0.03,0.03,PUT 
NVDAA152707500.U,65.9952,75.0,2027-01-15,104.95,106.15,103.43,CALL
NVDAH212615500.U,48.3631,155.0,2026-08-21,36.8,36.95,36.51,CALL
NVDAF182600600.U,240.1356,6.0,2026-06-18,167.75,171.85,174.53,CALL
NVDAM152705000.U,68.5291,50.0,2027-01-15,0.5,0.55,0.53,PUT 
NVDAR182603000.U,107.0242,30.0,2026-06-18,0.02,0.04,0.04,PUT 
NVDAF182601100.U,218.6652,11.0,2026-06-18,162.85,166.95,169.78,CALL
NVDAF182601000.U,219.418,10.0,2026-06-18,163.95,167.85,170.7,CALL
NVDAF182600700.U,231.0491,7.0,2026-06-18,166.85,170.9,173.55,CALL
NVDAM212810500.U,50.5218,105.0,2028-01-21,10.4,10.65,10.15,PUT 
NVDAA152701000.U,154.4697,10.0,2027-01-15,163.55,169.25,170.23,CALL
NVDAL172729000.U,47.3444,290.0,2027-12-17,20.4,20.65,22.3,CALL
NVDAM212812000.U,49.6917,120.0,2028-01-21,14.85,15.05,15.15,PUT 
NVDAR182615500.U,48.7054,155.0,2026-06-18,10.0,10.1,10.27,PUT 
NVDAM152706500.U,62.5023,65.0,2027-01-15,1.02,1.07,1.11,PUT 
NVDAA152700500.U,188.006,5.0,2027-01-15,170.75,172.65,175.8,CALL
NVDAX182620000.U,45.1407,200.0,2026-12-18,41.6,41.85,43.72,PUT 
NVDAA152702000.U,117.5421,20.0,2027-01-15,155.4,158.3,160.5,CALL
NVDAL182613800.U,51.04,138.0,2026-12-18,54.0,54.6,58.18,CALL
NVDAM212811500.U,49.7611,115.0,2028-01-21,13.25,13.5,13.7,PUT 
NVDAF182601400.U,178.6594,14.0,2026-06-18,159.9,163.95,166.65,CALL
NVDAO202629000.U,68.4271,290.0,2026-03-20,114.3,114.5,109.73,PUT 
NVDAM152705500.U,65.9966,55.0,2027-01-15,0.66,0.7,0.71,PUT 
NVDAA152726000.U,46.0858,260.0,2027-01-15,11.0,11.15,10.91,CALL
NVDAL172713500.U,51.2763,135.0,2027-12-17,69.75,70.25,70.08,CALL
NVDAX182619500.U,45.1313,195.0,2026-12-18,38.4,38.65,36.25,PUT 
NVDAL172730000.U,47.4934,300.0,2027-12-17,18.95,19.25,18.94,CALL
NVDAF182625000.U,45.1374,250.0,2026-06-18,2.95,2.99,2.93,CALL
NVDAL182614200.U,50.3404,142.0,2026-12-18,51.35,51.95,50.5,CALL
NVDAX182602900.U,82.7786,29.0,2026-12-18,0.11,0.16,0.14,PUT 
NVDAA212816500.U,49.4663,165.0,2028-01-21,55.85,56.3,54.68,CALL
NVDAX152818500.U,45.7524,185.0,2028-12-15,50.25,50.85,51.36,PUT 
NVDAX172713500.U,48.4436,135.0,2027-12-17,19.6,19.85,18.93,PUT 
NVDAF182602000.U,151.5722,20.0,2026-06-18,154.05,158.0,160.73,CALL
NVDAF182623500.U,44.9003,235.0,2026-06-18,4.45,4.5,4.41,CALL
